"id","user_id","entity_type","entity_id","action","old_data","new_data","created_at"
e12741f7-d14e-4fe6-b208-30a75af6fb61,"214804833809465345",citizen,d554e106-5765-46fa-9727-c8e3bb38db42,create,"","{""id"": ""d554e106-5765-46fa-9727-c8e3bb38db42"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""wxc qsd"", ""isWanted"": false, ""lastName"": ""qsd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:01:23.732Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""wxc"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:01:23.732Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:01:23.743 +0200
"788722bc-3541-423a-8791-873a5dea3857","214804833809465345",citizen,e776a992-aab8-48cb-839b-2f8fcc6ab5b5,create,"","{""id"": ""e776a992-aab8-48cb-839b-2f8fcc6ab5b5"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""wxc qsd"", ""isWanted"": false, ""lastName"": ""qsd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:01:46.872Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""wxc"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:01:46.872Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:02:36.325 +0200
fba3b414-470a-436e-85fb-aac1efdd4ace,"214804833809465345",citizen,"1ca3395f-d0f6-42a2-b387-a7c3b31ed5f7",create,"","{""id"": ""1ca3395f-d0f6-42a2-b387-a7c3b31ed5f7"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""wxc qsd"", ""isWanted"": false, ""lastName"": ""qsd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:04:18.055Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""wxc"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:04:18.055Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:04:18.064 +0200
ecac8c0f-14c3-4b36-b7b5-47a54c0538fe,"214804833809465345",citizen,"020c9a4c-1971-49cf-bbec-7d0c632d4423",create,"","{""id"": ""020c9a4c-1971-49cf-bbec-7d0c632d4423"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""wxc qsd"", ""isWanted"": false, ""lastName"": ""qsd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:04:52.598Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""wxc"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:04:52.598Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:05:15.531 +0200
"419f9a3a-2844-4ab5-aa89-3e6b2ab7c3bd","214804833809465345",user,qsdqqdsdqs,create,"","{""id"": ""qsdqqdsdqs"", ""name"": null, ""rank"": null, ""role"": {""key"": 0, ""value"": ""Utilisateur""}, ""email"": null, ""number"": null, ""lastName"": null, ""createdAt"": ""2025-10-15T22:07:19.813Z"", ""firstName"": null, ""isDisable"": false, ""lastLogin"": null, ""firstLogin"": null, ""phoneNumber"": null}",2025-10-16 00:07:19.827 +0200
b2962d53-0b23-41a0-92e3-a13dc18b9ea0,"214804833809465345",user,dsqsdazeqsdazeqsd,create,"","{""id"": ""dsqsdazeqsdazeqsd"", ""name"": null, ""rank"": null, ""role"": {""key"": 0, ""value"": ""Utilisateur""}, ""email"": null, ""number"": null, ""lastName"": null, ""createdAt"": ""2025-10-15T22:07:28.429Z"", ""firstName"": null, ""isDisable"": false, ""lastLogin"": null, ""firstLogin"": null, ""phoneNumber"": null}",2025-10-16 00:07:28.434 +0200
"50b59d82-35bd-4477-9fa8-1769db1a7551","214804833809465345",citizen,d28008b4-85bd-487d-8b9a-d186d401adc4,create,"","{""id"": ""d28008b4-85bd-487d-8b9a-d186d401adc4"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""wxc qsd"", ""isWanted"": false, ""lastName"": ""qsd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:05:51.386Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""wxc"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:05:51.386Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:05:53.929 +0200
dc792a0f-e1a4-4404-85da-9c39cfe2503a,"214804833809465345",citizen,"85c4a87f-21b5-432f-a89f-4d2be2049dfc",create,"","{""id"": ""85c4a87f-21b5-432f-a89f-4d2be2049dfc"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""qsqsqdqsd sqd"", ""isWanted"": false, ""lastName"": ""sqd"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:06:06.990Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""qsqsqdqsd"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:06:06.990Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:06:10.994 +0200
ab2b090a-8f5b-4a50-b6df-6470385c85bb,"214804833809465345",citizen,ef0685d0-693b-4498-a141-e6566149501e,create,"","{""id"": ""ef0685d0-693b-4498-a141-e6566149501e"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""qsdazeqds xxxxx"", ""isWanted"": false, ""lastName"": ""xxxxx"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:07:58.419Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""qsdazeqds"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:07:58.419Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:08:02.728 +0200
"59ca1dbc-3a17-4b98-979f-ca2cb9c88684","214804833809465345",citizen,e47da1d4-cbae-4bc8-890a-384ccc98fc5e,create,"","{""id"": ""e47da1d4-cbae-4bc8-890a-384ccc98fc5e"", ""job"": """", ""city"": """", ""gender"": null, ""height"": null, ""origin"": null, ""status"": null, ""weight"": null, ""address"": """", ""eyeColor"": """", ""fullName"": ""qsdazeqds xxxxx"", ""isWanted"": false, ""lastName"": ""xxxxx"", ""photoUrl"": null, ""birthDate"": """", ""bloodType"": null, ""createdAt"": ""2025-10-14T20:10:25.326Z"", ""createdBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""firstName"": ""qsdazeqds"", ""hairColor"": """", ""hasTattoo"": false, ""updatedAt"": ""2025-10-14T20:10:25.326Z"", ""updatedBy"": {""id"": ""214804833809465345"", ""name"": ""Katou"", ""rank"": {""id"": 3, ""job"": {""id"": 1, ""name"": ""LSPD""}, ""name"": ""Captain"", ""order"": 3}, ""role"": {""key"": 20, ""value"": ""Super Administrateur""}, ""email"": ""katoucsgo@gmail.com"", ""number"": 10, ""isAdmin"": true, ""fullName"": ""Donovan O'Connard"", ""lastName"": ""O'Connard"", ""createdAt"": ""2025-10-09T13:33:50.238Z"", ""firstName"": ""Donovan"", ""isDisable"": false, ""lastLogin"": ""2025-10-11T15:07:23.544Z"", ""firstLogin"": ""2025-10-09T13:37:18.999Z"", ""phoneNumber"": ""5551234""}, ""birthPlace"": """", ""description"": """", ""phoneNumber"": """"}",2025-10-14 22:10:25.335 +0200
